atributos,id,longitud,latitud,banosDesde,banosHasta,cantidadImagenes,comuna,dormitorioDesde,dormitorioHasta,esFavorito,esNuevo,esUltimaVenta,esUsado,fechaPublicacion,idTipoMoneda,idTipoOperacion,idTipoOperacionFamilia,idTipoOperacionPredominante,idTipoPropiedadFamilia,imagen,ordenProyecto,precioDesde,precioHasta,precioAlternativoDesde,precioAlternativoHasta,rutaLogo,superficieConstruidaDesde,superficieConstruidaHasta,superficieTerrazaDesde,superficieTerrazaHasta,superficieTerrenoDesde,superficieTerrenoHasta,superficieUtilDesde,superficieUtilHasta,tiene360,tieneMultimedia,rolVerificado,propietarios,titulo,urlFicha,idTipoPlan,mostrarLogo,mostrarCPP,region,start,resultados
[109],1559274,-70.5196,-33.4013,0,0,4,Las Condes,0,0,False,False,0,True,2020-09-13,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20200913/1559274/s_wm_berrioszegers_propiedades_11321-201011321-901994_1.jpg,64,5000000.0,5000000.0,0.0,0.0,1599/2015110457515329922.jpg,0.0,0.0,0.0,0.0,3083.0,3083.0,0.0,0.0,False,False,True,0,DOMINICOS ANTIGUO,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/las-condes/dominicos-antiguo/1559274,5,1,1,valparaiso,360,17
"[109, 110]",1702110,-70.6953,-33.2852,4,4,20,Colina,4,4,False,False,0,True,2021-03-25,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210325/1702110/s_wm_cecilia_gimeno_propi_01616601312.jpg,64,3500000.0,3500000.0,0.0,0.0,,0.0,0.0,0.0,0.0,5000.0,5000.0,367.0,367.0,False,False,False,0,Chicureo Oriente,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/colina/chicureo-oriente/1702110,5,1,1,valparaiso,360,17
[109],1674430,-70.5807656,-33.5389693,3,3,13,La Florida,3,3,False,False,0,True,2021-02-17,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210217/1674430/s_wm_834afe1b-7e32-47b7-88d7-59f0e8d246c8_20210217_232456.jpeg,67,800000.0,800000.0,0.0,0.0,22394/0216202119530522394.jpeg,0.0,0.0,0.0,0.0,120.0,120.0,0.0,0.0,False,False,False,0,"Arriendo Casa con local comercial, La Florida",https://www.toctoc.com/propiedades/arriendocorredorasr/casa/la-florida/arriendo-casa-con-local-comercial-la-florida/1674430,4,1,0,valparaiso,360,17
"[109, 110]",1620943,-70.6302,-33.44,4,4,13,Providencia,15,15,False,False,0,True,2020-12-11,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20201126/1620943/s_wm_unne_6840-201006840-1831764_1.jpg,68,120.0,120.0,0.0,0.0,20488/0211202116564620488.jpeg,0.0,0.0,0.0,0.0,385.0,385.0,365.0,365.0,False,False,False,0,Ricardo Matte Pérez // Seminario,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/providencia/ricardo-matte-perez-seminario/1620943,4,1,0,valparaiso,360,17
[],1711630,-70.653,-33.4591,1,1,13,Santiago,2,2,False,False,0,True,2021-04-08,1,11,3,0,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210408/1711630/easyprop_9706-201009706-1852103_1.jpg,68,350000.0,350000.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0,Roberto Espínoza con Avenida Matta,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/santiago/roberto-espinoza-con-avenida-matta/1711630,4,1,0,valparaiso,360,17
"[109, 110]",1566008,-70.5629,-33.4615,4,4,7,La Reina,9,9,False,False,0,True,2020-09-24,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20200924/1566008/s_wm_lpm_propiedades_3705-201003705-148750_1.jpg,68,110.0,110.0,0.0,0.0,1622/2013050752071813594.jpg,0.0,0.0,0.0,0.0,1030.0,1030.0,360.0,360.0,False,False,True,0,FRANCISCO VILLAGRA // DRAGONES DE LA REINA,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/la-reina/francisco-villagra-dragones-de-la-reina/1566008,4,1,0,valparaiso,360,17
"[109, 110]",1640889,-70.6301,-33.4398,3,3,22,Providencia,10,10,False,False,0,True,2020-12-29,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20201229/1640889/s_wm_unne_7512-201007512-1843053_1.jpg,71,80.0,80.0,0.0,0.0,20488/0211202116564620488.jpeg,0.0,0.0,0.0,0.0,500.0,500.0,362.0,362.0,False,False,True,0,SEMINARIO // RICARDO MATTE PÉREZ,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/providencia/seminario-ricardo-matte-perez/1640889,4,1,0,valparaiso,360,17
"[109, 110]",1620847,-70.6301,-33.4398,3,3,14,Providencia,10,10,False,False,0,True,2020-12-11,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20201126/1620847/s_wm_unne_6835-201006835-1831713_1.jpg,72,80.0,80.0,0.0,0.0,20488/0211202116564620488.jpeg,0.0,0.0,0.0,0.0,500.0,500.0,362.0,362.0,False,False,False,0,Seminario // Ricardo Matte Pérez,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/providencia/seminario-ricardo-matte-perez/1620847,4,1,0,valparaiso,360,17
"[107, 109, 110]",1102690,-70.4759,-33.3548,4,4,14,Lo Barnechea,5,5,False,False,0,True,2019-01-08,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20181019/1102690/s_wm_berrioszegers_propiedades_20761-201020761-845742_1.jpg,63,105.0,105.0,0.0,0.0,1599/2015110457515329922.jpg,0.0,0.0,0.0,0.0,2200.0,2200.0,377.0,377.0,False,False,True,0,ARRAYAN,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/lo-barnechea/arrayan/1102690,5,1,1,valparaiso,370,10
[109],1674498,-70.6788,-33.3514,2,2,20,Huechuraba,0,0,False,False,0,True,2021-02-18,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210218/1674498/s_wm_remax1028018_l_65f23356-443a-4aa6-a064-1fb7b0e03db5_ilist.jpg,63,72.0,72.0,0.0,0.0,6237/2016033014100302871.jpg,0.0,0.0,0.0,0.0,480.0,480.0,0.0,0.0,False,False,False,0,Guanaco Norte,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/huechuraba/guanaco-norte/1674498,5,1,1,valparaiso,370,10
"[109, 110]",1437783,-70.5797,-33.384,4,4,24,Vitacura,4,4,False,False,0,True,2020-11-12,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20200306/1437783/s_wm_one_propiedades_ofinet_1555-201001555-74515_1.jpg,63,3200000.0,3200000.0,0.0,0.0,6188/031720201601126188.jpeg,0.0,0.0,0.0,0.0,1050.0,1050.0,375.0,375.0,False,False,True,0,Manquehue Norte/Las Encinas,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/vitacura/manquehue-norte-las-encinas/1437783,5,1,1,valparaiso,370,10
"[109, 110]",1686360,-70.583,-33.3694,6,6,35,Vitacura,5,5,False,False,0,True,2021-03-05,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210305/1686360/s_wm_romopropiedades_135125-201135125-174622_1.jpg,64,3500000.0,3500000.0,0.0,0.0,9658/2017053036078692537.jpg,0.0,0.0,0.0,0.0,700.0,700.0,370.0,370.0,False,False,False,0,Colegio San Benito / Parque Antonio Rabat,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/vitacura/colegio-san-benito-parque-antonio-rabat/1686360,5,1,1,valparaiso,370,10
"[109, 110]",1507261,-70.6237,-33.4514,0,0,12,Providencia,0,0,False,False,0,True,2020-06-30,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20200630/1507261/s_wm_berrioszegers_propiedades_20989-201020989-848172_1.jpg,64,3000000.0,3000000.0,0.0,0.0,1599/2015110457515329922.jpg,0.0,0.0,0.0,0.0,395.0,395.0,375.0,375.0,False,False,False,0,Barrio Italia,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/providencia/barrio-italia/1507261,5,1,1,valparaiso,370,10
[109],1559274,-70.5196,-33.4013,0,0,4,Las Condes,0,0,False,False,0,True,2020-09-13,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20200913/1559274/s_wm_berrioszegers_propiedades_11321-201011321-901994_1.jpg,64,5000000.0,5000000.0,0.0,0.0,1599/2015110457515329922.jpg,0.0,0.0,0.0,0.0,3083.0,3083.0,0.0,0.0,False,False,True,0,DOMINICOS ANTIGUO,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/las-condes/dominicos-antiguo/1559274,5,1,1,valparaiso,370,10
"[109, 110]",1379938,-70.5663,-33.4114,4,4,8,Las Condes,6,6,False,False,0,True,2019-12-14,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20191214/1379938/s_wm_agp_72929-201072929-2186407_1.jpg,64,142.0,142.0,0.0,0.0,1298/2018100839488788617.jpg,0.0,0.0,0.0,0.0,1000.0,1000.0,373.0,373.0,False,False,True,0,MANQUEHUE,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/las-condes/manquehue/1379938,5,1,1,valparaiso,370,10
[109],1674430,-70.5807656,-33.5389693,3,3,13,La Florida,3,3,False,False,0,True,2021-02-17,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210217/1674430/s_wm_834afe1b-7e32-47b7-88d7-59f0e8d246c8_20210217_232456.jpeg,67,800000.0,800000.0,0.0,0.0,22394/0216202119530522394.jpeg,0.0,0.0,0.0,0.0,120.0,120.0,0.0,0.0,False,False,False,0,"Arriendo Casa con local comercial, La Florida",https://www.toctoc.com/propiedades/arriendocorredorasr/casa/la-florida/arriendo-casa-con-local-comercial-la-florida/1674430,4,1,0,valparaiso,370,10
[],1711630,-70.653,-33.4591,1,1,13,Santiago,2,2,False,False,0,True,2021-04-08,1,11,3,0,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210408/1711630/easyprop_9706-201009706-1852103_1.jpg,68,350000.0,350000.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0,Roberto Espínoza con Avenida Matta,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/santiago/roberto-espinoza-con-avenida-matta/1711630,4,1,0,valparaiso,370,10
"[109, 110]",1432052,-70.5601,-33.3384,3,3,46,Lo Barnechea,4,4,False,False,0,True,2020-02-28,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20200228/1432052/s_wm_mardones_propiedades_14066-201014066-1823778_1.jpg,71,120.0,120.0,0.0,0.0,1596/2018061154459548406101.jpg,0.0,0.0,0.0,0.0,1129.0,1129.0,374.0,374.0,False,False,True,0,Golf de Manquehue,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/lo-barnechea/golf-de-manquehue/1432052,4,1,0,valparaiso,370,10
[],1035256,-70.5497,-33.369,4,4,11,Vitacura,4,4,False,False,0,True,2021-03-10,2,11,3,0,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20180621/1035256/byas_propiedades_975-16440-1554318256.jpg,62,145.0,145.0,0.0,0.0,6175/2016101121437843220.jpg,0.0,0.0,0.0,0.0,2000.0,2000.0,380.0,380.0,False,False,False,0,Lo Curro / Vitacura,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/vitacura/lo-curro-vitacura/1035256,5,1,1,valparaiso,380,12
"[107, 109, 110]",871135,-70.5953,-33.4029,3,3,9,Vitacura,6,6,False,False,0,True,2019-02-06,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20171001/871135/s_wm_viv_51660-201051660-2157822_1.jpg,62,300.0,300.0,0.0,0.0,1311/2018100850324227788.jpg,0.0,0.0,0.0,0.0,1000.0,1000.0,385.0,385.0,False,False,True,0,Vitacura,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/vitacura/vitacura/871135,5,1,1,valparaiso,380,12
"[109, 110]",1162496,-70.5958,-33.4358,4,4,7,Providencia,5,5,False,False,0,True,2019-01-21,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20190121/1162496/s_wm_berrioszegers_propiedades_32520-201032520-878285_1.jpg,62,210.0,210.0,0.0,0.0,1599/2015110457515329922.jpg,0.0,0.0,0.0,0.0,540.0,540.0,380.0,380.0,False,False,True,0,"Avda Francisco Bilbao ,Avda los Leones",https://www.toctoc.com/propiedades/arriendocorredorasr/casa/providencia/avda-francisco-bilbao-avda-los-leones/1162496,5,1,1,valparaiso,380,12
"[109, 110]",1665603,-70.5162,-33.4086,6,6,18,Las Condes,5,5,False,False,0,True,2021-02-04,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210204/1665603/s_wm_mimica_propiedades_125925-201125925-244995_1.jpg,62,125.0,125.0,0.0,0.0,2687/2018101041246658109.jpg,0.0,0.0,0.0,0.0,800.0,800.0,384.0,384.0,False,False,True,0,"Visitas medidas de seguridad sanitaria Camino Otoñal,",https://www.toctoc.com/propiedades/arriendocorredorasr/casa/las-condes/visitas-medidas-de-seguridad-sanitaria-camino-otonal/1665603,5,1,1,valparaiso,380,12
"[109, 110]",1476011,-70.4759,-33.354,4,4,19,Lo Barnechea,5,5,False,False,0,True,2021-03-30,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20200509/1476011/s_wm_procasa_propiedades_88600900_1.jpg,63,105.0,105.0,0.0,0.0,1689/procasa.jpg,0.0,0.0,0.0,0.0,2200.0,2200.0,380.0,380.0,False,False,True,0,Camino El Cajón/Camino El Alto,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/lo-barnechea/camino-el-cajon-camino-el-alto/1476011,5,1,1,valparaiso,380,12
[109],1674498,-70.6788,-33.3514,2,2,20,Huechuraba,0,0,False,False,0,True,2021-02-18,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210218/1674498/s_wm_remax1028018_l_65f23356-443a-4aa6-a064-1fb7b0e03db5_ilist.jpg,63,72.0,72.0,0.0,0.0,6237/2016033014100302871.jpg,0.0,0.0,0.0,0.0,480.0,480.0,0.0,0.0,False,False,False,0,Guanaco Norte,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/huechuraba/guanaco-norte/1674498,5,1,1,valparaiso,380,12
[109],1559274,-70.5196,-33.4013,0,0,4,Las Condes,0,0,False,False,0,True,2020-09-13,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20200913/1559274/s_wm_berrioszegers_propiedades_11321-201011321-901994_1.jpg,64,5000000.0,5000000.0,0.0,0.0,1599/2015110457515329922.jpg,0.0,0.0,0.0,0.0,3083.0,3083.0,0.0,0.0,False,False,True,0,DOMINICOS ANTIGUO,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/las-condes/dominicos-antiguo/1559274,5,1,1,valparaiso,380,12
"[109, 110]",1539623,-70.844,-33.6996,3,3,50,Talagante,4,4,False,False,0,True,2020-11-05,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20200818/1539623/s_wm_century21lert_601070d68fbe5.jpg,64,3000000.0,3000000.0,0.0,0.0,20951/0714202001322820951.png,0.0,0.0,0.0,0.0,5136.0,5136.0,380.0,380.0,False,False,False,0,Calle Eucaliptus Lonquen Sur,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/talagante/calle-eucaliptus-lonquen-sur/1539623,5,1,1,valparaiso,380,12
[109],1674430,-70.5807656,-33.5389693,3,3,13,La Florida,3,3,False,False,0,True,2021-02-17,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210217/1674430/s_wm_834afe1b-7e32-47b7-88d7-59f0e8d246c8_20210217_232456.jpeg,67,800000.0,800000.0,0.0,0.0,22394/0216202119530522394.jpeg,0.0,0.0,0.0,0.0,120.0,120.0,0.0,0.0,False,False,False,0,"Arriendo Casa con local comercial, La Florida",https://www.toctoc.com/propiedades/arriendocorredorasr/casa/la-florida/arriendo-casa-con-local-comercial-la-florida/1674430,4,1,0,valparaiso,380,12
"[109, 110]",1488412,-70.6045,-33.4457,3,3,12,Ñuñoa,8,8,False,False,0,True,2020-05-29,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20200529/1488412/s_wm_lpm_propiedades_4184-201004184-154202_1.jpg,67,150.0,150.0,0.0,0.0,1622/2013050752071813594.jpg,0.0,0.0,0.0,0.0,510.0,510.0,380.0,380.0,False,False,True,0,LAUTARO FERRER VILLASECA,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/nunoa/lautaro-ferrer-villaseca/1488412,4,1,0,valparaiso,380,12
"[109, 110]",1704605,-71.1645,-33.4066,2,2,17,Curacaví,5,5,False,False,0,True,2021-03-29,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210329/1704605/s_wm_lacumbrepropiedades_big_c1161u3097co52d4fd.jpg,67,1100000.0,1100000.0,0.0,0.0,21290/0810202021091221290.jpeg,0.0,0.0,0.0,0.0,5196.0,5196.0,385.0,385.0,False,False,False,0,"Camino el Toro, Curacavi",https://www.toctoc.com/propiedades/arriendocorredorasr/casa/curacavi/camino-el-toro-curacavi/1704605,4,1,0,valparaiso,380,12
[],1711630,-70.653,-33.4591,1,1,13,Santiago,2,2,False,False,0,True,2021-04-08,1,11,3,0,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210408/1711630/easyprop_9706-201009706-1852103_1.jpg,68,350000.0,350000.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0,Roberto Espínoza con Avenida Matta,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/santiago/roberto-espinoza-con-avenida-matta/1711630,4,1,0,valparaiso,380,12
"[109, 110]",1708292,-70.5521,-33.3337,4,4,19,Lo Barnechea,5,5,False,False,0,True,2021-04-03,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210403/1708292/s_wm_fpd_375308-201375308-845986_1.jpg,62,80.0,80.0,0.0,0.0,1288/2016050417009910083.jpg,0.0,0.0,0.0,0.0,900.0,900.0,390.0,390.0,False,False,True,0,Camino Real,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/lo-barnechea/camino-real/1708292,5,1,1,valparaiso,390,12
"[107, 109, 110]",1579852,-70.6215,-33.4404,4,4,14,Providencia,9,9,False,False,0,True,2021-01-29,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20201006/1579852/s_wm_procasa_propiedades_76538826_1.jpg,63,75.0,75.0,0.0,0.0,6210/procasa.jpg,0.0,0.0,0.0,0.0,0.0,0.0,394.0,394.0,False,False,True,0,José Manuel Infante/Julio Prado,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/providencia/jose-manuel-infante-julio-prado/1579852,5,1,1,valparaiso,390,12
[109],1674498,-70.6788,-33.3514,2,2,20,Huechuraba,0,0,False,False,0,True,2021-02-18,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210218/1674498/s_wm_remax1028018_l_65f23356-443a-4aa6-a064-1fb7b0e03db5_ilist.jpg,63,72.0,72.0,0.0,0.0,6237/2016033014100302871.jpg,0.0,0.0,0.0,0.0,480.0,480.0,0.0,0.0,False,False,False,0,Guanaco Norte,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/huechuraba/guanaco-norte/1674498,5,1,1,valparaiso,390,12
[109],1559274,-70.5196,-33.4013,0,0,4,Las Condes,0,0,False,False,0,True,2020-09-13,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20200913/1559274/s_wm_berrioszegers_propiedades_11321-201011321-901994_1.jpg,64,5000000.0,5000000.0,0.0,0.0,1599/2015110457515329922.jpg,0.0,0.0,0.0,0.0,3083.0,3083.0,0.0,0.0,False,False,True,0,DOMINICOS ANTIGUO,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/las-condes/dominicos-antiguo/1559274,5,1,1,valparaiso,390,12
[110],1492459,-70.6031,-33.4302,7,7,2,Providencia,0,0,False,False,0,True,2020-06-06,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20200606/1492459/s_wm_golden_propiedades_11140-201011140-215478_1.jpg,66,160.0,160.0,0.0,0.0,1737/2015020547152820578.jpg,0.0,0.0,0.0,0.0,0.0,0.0,391.0,391.0,False,False,True,0,Los Leones,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/providencia/los-leones/1492459,5,1,1,valparaiso,390,12
"[107, 109]",1218916,-70.5425557,-33.3565017,4,4,6,Lo Barnechea,4,4,False,False,0,True,2019-04-23,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20190423/1218916/s_wm_481978eb-392a-4e17-b2c3-6f4172c4f2f4_20190423_170442.jpg,66,2700000.0,2700000.0,0.0,0.0,17293/2019032949277974134.jpg,396.0,396.0,0.0,0.0,1005.0,1005.0,0.0,0.0,False,False,True,0,Manquehue Oriente arriendo,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/lo-barnechea/manquehue-oriente-arriendo/1218916,4,1,0,valparaiso,390,12
[109],1674430,-70.5807656,-33.5389693,3,3,13,La Florida,3,3,False,False,0,True,2021-02-17,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210217/1674430/s_wm_834afe1b-7e32-47b7-88d7-59f0e8d246c8_20210217_232456.jpeg,67,800000.0,800000.0,0.0,0.0,22394/0216202119530522394.jpeg,0.0,0.0,0.0,0.0,120.0,120.0,0.0,0.0,False,False,False,0,"Arriendo Casa con local comercial, La Florida",https://www.toctoc.com/propiedades/arriendocorredorasr/casa/la-florida/arriendo-casa-con-local-comercial-la-florida/1674430,4,1,0,valparaiso,390,12
"[109, 110]",1220022,-70.5375,-33.3616,5,5,20,Lo Barnechea,5,5,False,False,0,True,2020-08-12,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20190424/1220022/s_wm_luz_osorio_propiedades_6883a.jpg,68,2800000.0,2800000.0,0.0,0.0,1753/2014010728061763586.jpg,0.0,0.0,0.0,0.0,1000.0,1000.0,392.0,392.0,False,False,False,0,AV EL TRANQUE /  MALL VIVO,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/lo-barnechea/av-el-tranque-mall-vivo/1220022,4,1,0,valparaiso,390,12
[],1711630,-70.653,-33.4591,1,1,13,Santiago,2,2,False,False,0,True,2021-04-08,1,11,3,0,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20210408/1711630/easyprop_9706-201009706-1852103_1.jpg,68,350000.0,350000.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,0,Roberto Espínoza con Avenida Matta,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/santiago/roberto-espinoza-con-avenida-matta/1711630,4,1,0,valparaiso,390,12
"[107, 109]",1433315,-70.53887,-33.4864678,5,5,39,Peñalolén,6,6,False,False,0,True,2020-03-02,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20200302/1433315/s_wm_c1836d21-2dd4-4a7b-a8aa-2ad86601e5d6_20200302_171915.jpg,70,1700000.0,1700000.0,0.0,0.0,18431/1023201919224118431.jpeg,395.0,395.0,0.0,0.0,726.0,726.0,0.0,0.0,False,False,True,0,Arriendo Jardines de las Pircas - Peñalolen,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/penalolen/arriendo-jardines-de-las-pircas-penalolen/1433315,4,1,0,valparaiso,390,12
"[109, 110]",1371544,-70.8523,-33.6436,4,4,23,Talagante,5,5,False,False,0,True,2019-12-04,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20191204/1371544/s_wm_tucasa_6448-201006448-1811405_1.jpg,72,2500000.0,2500000.0,0.0,0.0,2283/050420201600582283.jpeg,0.0,0.0,0.0,0.0,5000.0,5000.0,390.0,390.0,False,False,False,0,Camino Loreto - Camino Antiguo a Melipilla,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/talagante/camino-loreto-camino-antiguo-a-melipilla/1371544,4,1,0,valparaiso,390,12
"[2, 5, 8, 13, 15, 17, 18, 20, 21, 22, 24, 41, 97, 99, 102, 107, 109]",584631,-70.6977582,-33.27813663,6,6,10,Colina,6,6,False,False,0,True,2019-05-02,1,10,3,10,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20160613/584631/s_wm_2016061340574509385.jpg,78,1800000.0,1800000.0,0.0,0.0,,390.0,390.0,0.0,0.0,5000.0,5000.0,0.0,0.0,False,False,False,0,"Cond. Santa Luz Chicureo 12, , Colina",https://www.toctoc.com/propiedades/arriendoparticularsr/casa/colina/cond-santa-luz-chicureo-12-colina/584631,0,1,0,valparaiso,390,12
"[109, 110]",1178594,-70.5006,-33.3759,7,7,40,Las Condes,5,5,False,False,0,True,2020-06-10,1,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20190219/1178594/s_wm_agp_61992-201061992-2096889_1.jpg,62,3200000.0,3200000.0,0.0,0.0,1298/2018100839488788617.jpg,0.0,0.0,0.0,0.0,1050.0,1050.0,400.0,400.0,False,False,True,0,De Monte,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/las-condes/de-monte/1178594,5,1,1,valparaiso,400,25
"[109, 110]",1570530,-70.5171,-33.3408,4,4,33,Lo Barnechea,5,5,False,False,0,True,2020-09-25,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20200924/1570530/s_wm_fpd_231921-201231921-416202_1.jpg,63,180.0,180.0,0.0,0.0,1288/2016050417009910083.jpg,0.0,0.0,0.0,0.0,800.0,800.0,400.0,400.0,False,False,True,0,Av La Dehesa,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/lo-barnechea/av-la-dehesa/1570530,5,1,1,valparaiso,400,25
"[109, 110]",1364727,-70.6041,-33.4321,6,6,50,Providencia,6,6,False,False,0,True,2019-11-27,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20191126/1364727/s_wm_engel_volkers_propiedades_864257_63a7769fe58f5dbb278a9bbc57e5fe357f486db2.jpg,63,125.0,125.0,0.0,0.0,5975/062320201624125975.jpeg,0.0,0.0,0.0,0.0,460.0,460.0,400.0,400.0,False,False,False,0,Ideal para Hotel Boutique,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/providencia/ideal-para-hotel-boutique/1364727,5,1,1,valparaiso,400,25
"[109, 110]",1560446,-70.5916,-33.4129,0,0,21,Las Condes,0,0,False,False,0,True,2020-09-15,2,11,3,11,1,https://d1cfu8v5n1wsm.cloudfront.net/toctoc/fotos/20200915/1560446/s_wm_vivax_propiedades_711907-201711907-193975_1.jpg,63,200.0,200.0,0.0,0.0,1709/2017083103508225187.jpg,0.0,0.0,0.0,0.0,350.0,350.0,400.0,400.0,False,False,True,0,El Golf/Presidente Riesco,https://www.toctoc.com/propiedades/arriendocorredorasr/casa/las-condes/el-golf-presidente-riesco/1560446,5,1,1,valparaiso,400,25
